,Open,High,Low,Close,Adj Close,Volume,Date,Company
0,109.589996,110.059998,107.309998,110.0,109.47834,268100.0,2021-07-06,AEIS
1,110.650002,111.839996,108.550003,109.68,109.159851,196400.0,2021-07-07,AEIS
2,106.760002,108.0,103.949997,106.760002,106.2537,162400.0,2021-07-08,AEIS
3,106.730003,107.849998,105.650002,106.68,106.17408,215000.0,2021-07-09,AEIS
4,106.800003,107.879997,105.809998,107.709999,107.199203,169800.0,2021-07-12,AEIS
5,107.099998,108.18,105.910004,106.32,105.815796,157700.0,2021-07-13,AEIS
6,107.379997,108.370003,102.870003,103.190002,102.700638,178400.0,2021-07-14,AEIS
7,102.720001,102.730003,98.339996,99.980003,99.505859,189900.0,2021-07-15,AEIS
8,100.980003,101.099998,96.190002,96.199997,95.743782,242000.0,2021-07-16,AEIS
9,94.150002,96.089996,91.809998,94.599998,94.151375,297700.0,2021-07-19,AEIS
10,95.489998,100.650002,94.629997,99.269997,98.799217,233000.0,2021-07-20,AEIS
11,100.019997,103.989998,99.199997,103.300003,102.810112,236300.0,2021-07-21,AEIS
12,102.599998,103.300003,100.370003,101.080002,100.600639,120500.0,2021-07-22,AEIS
13,101.779999,102.18,100.879997,101.349998,100.869354,133600.0,2021-07-23,AEIS
14,101.459999,102.919998,100.059998,100.190002,99.714859,130700.0,2021-07-26,AEIS
15,99.349998,99.830002,95.169998,97.57,97.107285,198400.0,2021-07-27,AEIS
16,98.440002,102.650002,97.989998,101.639999,101.157982,168000.0,2021-07-28,AEIS
17,101.110001,103.510002,100.110001,102.32,101.834755,158700.0,2021-07-29,AEIS
18,101.209999,104.900002,100.849998,103.75,103.25798,133400.0,2021-07-30,AEIS
19,104.830002,106.620003,102.900002,103.0,102.511543,113100.0,2021-08-02,AEIS
20,103.769997,104.519997,100.279999,102.849998,102.362236,195600.0,2021-08-03,AEIS
21,91.849998,95.389999,89.699997,90.370003,89.941429,516300.0,2021-08-04,AEIS
22,88.800003,92.099998,87.830002,92.019997,91.583603,446200.0,2021-08-05,AEIS
23,92.360001,94.190002,91.199997,94.190002,93.743317,210800.0,2021-08-06,AEIS
24,94.699997,96.75,93.010002,93.019997,92.578857,218200.0,2021-08-09,AEIS
25,95.050003,95.050003,89.32,89.599998,89.175079,295800.0,2021-08-10,AEIS
26,89.769997,89.779999,87.959999,89.410004,88.985992,390100.0,2021-08-11,AEIS
27,88.550003,88.559998,86.050003,86.779999,86.368462,252100.0,2021-08-12,AEIS
28,87.260002,87.730003,85.029999,86.610001,86.199272,216500.0,2021-08-13,AEIS
29,85.970001,87.110001,85.209999,85.620003,85.213959,189600.0,2021-08-16,AEIS
30,84.639999,85.730003,81.82,82.879997,82.486954,309500.0,2021-08-17,AEIS
31,84.150002,85.889999,84.099998,84.470001,84.069412,314600.0,2021-08-18,AEIS
32,83.089996,84.459999,82.580002,83.169998,82.775574,204700.0,2021-08-19,AEIS
33,82.589996,83.650002,82.029999,82.730003,82.436783,201300.0,2021-08-20,AEIS
34,83.360001,84.290001,82.68,83.599998,83.303688,490000.0,2021-08-23,AEIS
35,84.269997,87.110001,84.269997,86.860001,86.552139,287700.0,2021-08-24,AEIS
36,86.760002,88.629997,86.760002,87.790001,87.478844,217500.0,2021-08-25,AEIS
37,87.800003,88.629997,86.910004,87.709999,87.399124,154900.0,2021-08-26,AEIS
38,88.150002,91.809998,88.150002,91.089996,90.767143,255200.0,2021-08-27,AEIS
39,91.760002,92.849998,90.139999,90.459999,90.139381,147200.0,2021-08-30,AEIS
40,90.57,90.830002,88.669998,90.18,89.860374,220900.0,2021-08-31,AEIS
41,90.559998,91.050003,89.050003,89.639999,89.322289,161900.0,2021-09-01,AEIS
42,89.620003,90.860001,89.32,89.910004,89.591339,143600.0,2021-09-02,AEIS
43,89.82,90.459999,88.669998,89.099998,88.784195,124600.0,2021-09-03,AEIS
44,89.440002,89.889999,88.110001,89.330002,89.01339,165700.0,2021-09-07,AEIS
45,89.330002,89.330002,85.639999,85.949997,85.645363,200800.0,2021-09-08,AEIS
46,85.75,87.389999,85.5,86.169998,85.864586,147100.0,2021-09-09,AEIS
47,87.150002,89.059998,86.75,87.019997,86.711571,178300.0,2021-09-10,AEIS
48,87.870003,88.330002,86.010002,88.080002,87.767822,168300.0,2021-09-13,AEIS
49,86.93,87.559998,85.510002,85.760002,85.456039,230300.0,2021-09-14,AEIS
50,85.720001,87.800003,84.959999,87.699997,87.389168,189600.0,2021-09-15,AEIS
51,86.879997,87.720001,86.279999,86.449997,86.143593,262000.0,2021-09-16,AEIS
52,86.739998,87.989998,85.279999,87.050003,86.74147,669200.0,2021-09-17,AEIS
53,84.589996,85.0,82.82,84.129997,83.831818,253600.0,2021-09-20,AEIS
54,84.879997,85.580002,82.839996,84.760002,84.459579,182900.0,2021-09-21,AEIS
55,85.690002,87.949997,85.309998,87.629997,87.319412,174800.0,2021-09-22,AEIS
56,87.639999,90.940002,87.489998,90.68,90.358604,226600.0,2021-09-23,AEIS
57,89.779999,91.190002,88.959999,90.629997,90.308777,155500.0,2021-09-24,AEIS
58,90.300003,91.870003,90.019997,91.760002,91.434784,184200.0,2021-09-27,AEIS
59,90.699997,91.82,89.510002,90.029999,89.710899,367500.0,2021-09-28,AEIS
60,90.239998,91.150002,89.419998,90.220001,89.90023,345500.0,2021-09-29,AEIS
61,90.940002,91.82,87.739998,87.75,87.438988,205300.0,2021-09-30,AEIS
62,88.809998,89.809998,87.120003,88.849998,88.535088,191800.0,2021-10-01,AEIS
63,88.309998,89.449997,85.120003,85.309998,85.007629,183200.0,2021-10-04,AEIS
64,86.080002,86.459999,84.709999,85.419998,85.117241,202700.0,2021-10-05,AEIS
65,84.870003,85.860001,83.879997,85.410004,85.107285,231300.0,2021-10-06,AEIS
66,86.610001,88.620003,85.709999,88.410004,88.096649,346700.0,2021-10-07,AEIS
67,88.730003,89.260002,87.230003,87.459999,87.150017,131700.0,2021-10-08,AEIS
68,87.190002,87.440002,85.699997,85.849998,85.545723,179300.0,2021-10-11,AEIS
69,85.449997,86.349998,84.589996,85.459999,85.157097,267400.0,2021-10-12,AEIS
70,86.349998,86.790001,84.690002,85.470001,85.167068,131000.0,2021-10-13,AEIS
71,87.040001,87.620003,85.68,87.389999,87.080261,212500.0,2021-10-14,AEIS
72,88.760002,88.870003,87.669998,88.440002,88.126541,263600.0,2021-10-15,AEIS
73,87.690002,87.900002,86.980003,87.239998,86.930794,94500.0,2021-10-18,AEIS
74,87.610001,88.510002,87.480003,88.0,87.688103,100500.0,2021-10-19,AEIS
75,88.25,88.800003,87.379997,87.559998,87.249649,110400.0,2021-10-20,AEIS
76,86.739998,87.5,85.639999,86.239998,85.934341,207100.0,2021-10-21,AEIS
77,85.730003,87.599998,84.839996,85.169998,84.868126,124400.0,2021-10-22,AEIS
78,85.690002,86.809998,84.970001,85.82,85.515823,106800.0,2021-10-25,AEIS
79,86.440002,86.440002,84.769997,85.279999,84.977737,153500.0,2021-10-26,AEIS
80,85.449997,86.190002,84.580002,84.760002,84.459579,134900.0,2021-10-27,AEIS
81,85.589996,91.309998,85.470001,91.230003,90.906654,200600.0,2021-10-28,AEIS
82,90.510002,92.120003,90.510002,91.82,91.49456,179000.0,2021-10-29,AEIS
83,92.290001,94.599998,92.290001,94.019997,93.686752,207000.0,2021-11-01,AEIS
84,94.330002,94.529999,91.75,92.169998,91.843323,103500.0,2021-11-02,AEIS
85,92.449997,94.269997,91.529999,93.830002,93.497437,111400.0,2021-11-03,AEIS
86,94.830002,95.129997,93.389999,93.970001,93.636948,190000.0,2021-11-04,AEIS
87,95.0,96.239998,93.610001,95.150002,94.812759,160600.0,2021-11-05,AEIS
88,95.650002,96.360001,94.550003,95.010002,94.673256,196800.0,2021-11-08,AEIS
89,91.139999,95.900002,87.949997,92.650002,92.321625,343400.0,2021-11-09,AEIS
90,91.790001,94.480003,91.059998,93.25,92.919495,172300.0,2021-11-10,AEIS
91,94.040001,95.480003,90.629997,93.980003,93.646904,333600.0,2021-11-11,AEIS
92,94.839996,94.839996,91.120003,91.360001,91.036194,189500.0,2021-11-12,AEIS
93,92.230003,92.629997,89.879997,90.669998,90.348633,194700.0,2021-11-15,AEIS
94,90.160004,91.220001,89.610001,90.75,90.428352,148300.0,2021-11-16,AEIS
95,90.720001,91.260002,88.650002,89.75,89.431892,184000.0,2021-11-17,AEIS
96,90.339996,90.339996,86.379997,89.220001,88.903778,328400.0,2021-11-18,AEIS
97,89.099998,90.720001,89.089996,89.589996,89.372635,251500.0,2021-11-19,AEIS
98,90.660004,91.559998,88.970001,89.290001,89.073364,196700.0,2021-11-22,AEIS
99,89.739998,90.790001,87.690002,90.599998,90.38018,270400.0,2021-11-23,AEIS
100,90.110001,91.800003,89.25,91.400002,91.178246,406600.0,2021-11-24,AEIS
101,88.699997,89.269997,86.360001,87.889999,87.676758,328300.0,2021-11-26,AEIS
102,89.879997,91.580002,88.040001,88.75,88.534668,170000.0,2021-11-29,AEIS
103,87.989998,89.690002,86.169998,87.690002,87.477242,220400.0,2021-11-30,AEIS
104,89.989998,91.779999,88.540001,88.589996,88.375053,297800.0,2021-12-01,AEIS
105,88.489998,89.190002,85.75,87.059998,86.84877,213300.0,2021-12-02,AEIS
106,87.589996,87.589996,85.160004,86.459999,86.250221,206800.0,2021-12-03,AEIS
107,87.470001,89.260002,84.93,88.870003,88.654388,216300.0,2021-12-06,AEIS
108,90.720001,93.470001,89.5,92.470001,92.245644,106900.0,2021-12-07,AEIS
109,92.730003,93.980003,91.330002,93.110001,92.884094,150800.0,2021-12-08,AEIS
110,92.989998,93.169998,87.440002,87.910004,87.696716,184900.0,2021-12-09,AEIS
111,88.970001,88.970001,86.080002,86.779999,86.56945,165900.0,2021-12-10,AEIS
112,86.400002,87.110001,84.510002,85.360001,85.152893,200200.0,2021-12-13,AEIS
113,84.410004,85.940002,83.360001,85.029999,84.8237,256400.0,2021-12-14,AEIS
114,85.269997,87.660004,83.349998,87.5,87.287704,256000.0,2021-12-15,AEIS
115,88.510002,88.690002,84.099998,84.93,84.723938,288300.0,2021-12-16,AEIS
116,89.839996,89.839996,84.879997,86.379997,86.170418,1114400.0,2021-12-17,AEIS
117,84.639999,85.68,82.620003,84.400002,84.195229,311100.0,2021-12-20,AEIS
118,86.040001,87.919998,85.900002,87.18,86.968475,208100.0,2021-12-21,AEIS
119,86.75,88.480003,86.309998,88.190002,87.976036,139400.0,2021-12-22,AEIS
120,88.459999,89.400002,87.699997,89.050003,88.833946,115000.0,2021-12-23,AEIS
121,89.269997,90.879997,88.510002,90.580002,90.360229,103100.0,2021-12-27,AEIS
122,90.739998,90.949997,89.480003,90.410004,90.190643,121100.0,2021-12-28,AEIS
123,90.660004,92.82,90.080002,92.550003,92.325455,148800.0,2021-12-29,AEIS
124,92.260002,94.190002,91.970001,92.279999,92.056107,251500.0,2021-12-30,AEIS
125,92.419998,92.970001,90.93,91.059998,90.839066,137600.0,2021-12-31,AEIS
126,91.230003,92.82,90.75,92.82,92.594795,193500.0,2022-01-03,AEIS
127,93.309998,93.669998,91.620003,92.900002,92.674606,108900.0,2022-01-04,AEIS
128,92.779999,94.470001,89.419998,89.419998,89.203049,175700.0,2022-01-05,AEIS
129,91.089996,93.0,89.660004,91.800003,91.577278,157600.0,2022-01-06,AEIS
130,91.370003,92.489998,89.559998,89.57,89.352684,186100.0,2022-01-07,AEIS
131,89.110001,89.120003,86.900002,88.790001,88.574577,148700.0,2022-01-10,AEIS
132,88.860001,90.540001,87.639999,90.25,90.031036,125300.0,2022-01-11,AEIS
133,90.959999,93.059998,89.139999,92.230003,92.006233,203900.0,2022-01-12,AEIS
134,93.290001,95.300003,91.470001,92.129997,91.906464,247100.0,2022-01-13,AEIS
135,91.0,94.010002,90.099998,93.730003,93.502594,191700.0,2022-01-14,AEIS
136,93.089996,93.510002,89.089996,89.099998,88.88382,243900.0,2022-01-18,AEIS
137,89.879997,89.989998,85.669998,86.110001,85.901077,314800.0,2022-01-19,AEIS
138,86.239998,89.080002,84.959999,85.110001,84.903503,161600.0,2022-01-20,AEIS
139,84.449997,88.620003,84.019997,85.870003,85.661659,282600.0,2022-01-21,AEIS
140,83.959999,88.209999,81.379997,88.0,87.786491,263000.0,2022-01-24,AEIS
141,86.57,86.57,83.669998,84.190002,83.985733,229700.0,2022-01-25,AEIS
142,86.139999,90.040001,84.839996,86.120003,85.911057,229300.0,2022-01-26,AEIS
143,85.709999,86.120003,79.239998,79.239998,79.047745,441200.0,2022-01-27,AEIS
144,79.160004,81.900002,77.790001,81.900002,81.701294,224600.0,2022-01-28,AEIS
145,81.769997,86.349998,81.0,86.18,85.970901,244900.0,2022-01-31,AEIS
146,86.610001,87.129997,84.019997,86.400002,86.190376,417000.0,2022-02-01,AEIS
147,86.400002,88.43,86.059998,86.5,86.290131,296200.0,2022-02-02,AEIS
148,86.07,87.029999,83.790001,83.870003,83.666512,205300.0,2022-02-03,AEIS
149,84.110001,84.110001,82.139999,82.690002,82.48938,197900.0,2022-02-04,AEIS
150,82.879997,84.669998,81.160004,83.050003,82.848503,349700.0,2022-02-07,AEIS
151,83.230003,84.669998,82.889999,83.690002,83.486954,342300.0,2022-02-08,AEIS
152,85.290001,87.620003,83.910004,85.669998,85.462143,318900.0,2022-02-09,AEIS
153,83.230003,88.949997,83.230003,85.589996,85.382332,483200.0,2022-02-10,AEIS
154,85.389999,86.419998,81.629997,82.059998,81.860901,273000.0,2022-02-11,AEIS
155,79.559998,83.709999,79.559998,82.279999,82.080368,208700.0,2022-02-14,AEIS
156,83.940002,88.239998,82.620003,88.239998,88.025902,252800.0,2022-02-15,AEIS
157,87.379997,89.25,86.419998,89.110001,88.893799,196800.0,2022-02-16,AEIS
158,88.089996,88.860001,86.230003,86.370003,86.257248,115400.0,2022-02-17,AEIS
159,86.059998,87.099998,85.169998,86.330002,86.2173,131700.0,2022-02-18,AEIS
160,85.400002,87.120003,82.639999,83.620003,83.510841,119100.0,2022-02-22,AEIS
161,84.730003,85.949997,82.470001,82.82,82.711884,200300.0,2022-02-23,AEIS
162,79.769997,86.410004,79.449997,86.239998,86.127419,279300.0,2022-02-24,AEIS
163,86.0,88.360001,85.18,88.029999,87.915077,234100.0,2022-02-25,AEIS
164,86.730003,89.0,84.440002,85.849998,85.737923,351500.0,2022-02-28,AEIS
165,86.07,86.440002,84.019997,85.099998,84.988907,202700.0,2022-03-01,AEIS
166,85.410004,88.639999,85.089996,88.339996,88.22467,125900.0,2022-03-02,AEIS
167,88.989998,88.989998,85.43,86.379997,86.267235,121500.0,2022-03-03,AEIS
168,85.120003,85.599998,81.739998,82.330002,82.222527,196200.0,2022-03-04,AEIS
169,82.330002,82.910004,81.110001,81.230003,81.123962,219500.0,2022-03-07,AEIS
170,81.370003,84.190002,80.010002,81.660004,81.553398,229200.0,2022-03-08,AEIS
171,84.059998,86.269997,83.379997,86.239998,86.127419,216800.0,2022-03-09,AEIS
